Username,Summary,Userhistory,label
taiwodarock,getting tired,"You know all of them niWe thank the Lord,we no wan hear another story next month o.God bless the union",0
ArdentJoestar,getting tired,"// I AM PASSING OOOOOOOUT THIS SUCKS IT'S JUST GETTING GOOOOOOOOOD DAMNITJoseph, despondent as he was, at least had the wherewithal to recognize a boy's ringtone for his parents...Hesita// GIVE ME. I WANT JOSEPH TO ANSWER OINGO'S PHONE""Damnit all. What did he say his parents names were?!Zenyatta and Mondatta? Bloody hell..."""".... I.... I should contact his parents....""",1
namkeet,getting tired,"There aren't enough pictures of Namjoon wearing diamond choker to quench my thirst and I'm sad about it :""(Wow I- I love you tooI'm good sweets, wbu?Hellooo cutieeeAnytime bub",0
Ayuba14185927,getting tired,Since then a god was madeok sir will just wait pls follow back and thank uOk thank u sir have started following berlinale twitter page hope not asking 2 much should we eectSir can't wait to read they thread thank u and ur words means a lotWow I am seriously surprise there a little opportunity here and when I watch sons of they caliphate a,0
jayeola_whales,getting tired,IELTS will make money once this pandemic is over...Our problem is fear.... People can no longer speak out. People are afraid of being victimizedLet's drag this manAre we really going to get it right in this country???Beautiful piece... Well done,1
MirzaNisar14,getting tired,5 new cased reported in Jhangi Syedan,0
michael_ts0,getting tired,"God stepped into humanity to fix what we have destroyed. This is the real Easter hope for everyoneNASA, University of Nebraska Release New Global Groundwater Maps | NASA",0
FritziMae13,getting tired,Oh anxiety. You're such a bitch.you always make me feel better!That sucks. I'm high af lol,1
wernerkeil,getting tired,207 days till . And each day between 1000 and 3000 orSorry for the loss. This is a for and the entire bigger than or,1
kimholdersmith,getting tired,Quick lets rope off the Easter Egg aisle ......police state or in a state ?Very sad love himLord help us allI was getting 4 now its 6,0
tonyleezy,getting tired,what is the app they usedwhen my anxiety hits i cant sleep and get a headache.omg my anxiety is taking overliterally cannot sleep,1
rm_sweetie,getting tired,anyone got any troye sivan ish sad dance beat music so I can make a quarantine playlist??? pleASEthis made me laugh hard af too lmAOO they went all out for those animation videosits lonely in herekoo I love youone time I cried over a video of jungkook eating an apple,1
j1QqjsoVTnE6ZIJ,getting tired,2009,0
YazQuan,getting tired,"Whoa! I have never seen THAT skyline before.Apparently, ""Aunt Lydia"" is not an entirely western phenomenon.",0
chloedaise,getting tired,"Loyal to my boysI genuinely did it on paper bc I can't on my phoneIt's so hard to fill out but mines Tonight Alive (no surprise)So izak deserves rights, huh?Okay watched this last night favorite movie, pure comedy gold and ur right, he hot",0
crust53,getting tired,WHO leader Tedros asked to elain China ties by GOP members of House oversight panel,0
Zrrh199x,getting tired,Ni gara sad si mama gi share ra gani nako tong hinilisan nga karne pina message dayun sakog mag luto kog hinilisan ugma mangayo ka hmmSig scroll shat sa oAguy hahahahaOr gimingaw lang jud kos iyang mga yawyawGimingaw man kos akong mama oy haha,1
mindumpwing,getting tired,i dont even have an army bomb at alli dont even have an army bomb,0
JoDMCD,getting tired,Wachusett Brewing Company makes an excellent Blueberry Ale. The very first blueberry beer I ever tasted! (2010)Where is it being sold?Wine eires?,0
Oh_My_Fanta,getting tired,"Im going crazy in the tune of Flash..... X1, what did you do to me?Yes! Hello people of the Earth. Meet the Sun!",0
darkrosehes,getting tired,"oh spaces between us, keep getting deeperi miss jollibee's chickenjoy",0
IntannnnNs,getting tired,April di mula dgn PKP dan disudahi jgk dgn PKP.. the sad april ever..Adaa tgk mas airline.. cuma limited timeSama mcm sya ayla.. tiup lilin sorg2 lahh,1
